domain_id,micro_credential_id,micro_credential_title,competency_order,competency_id,competency_name,rubric_version,criterion_id,criterion_name,criterion_descriptor,evidence_required,weight,binary_scoring,pass_threshold,question_type,scenario_variation_rule,reattempt_rule,question_format_rule,integrity_rule,locked_status
22,197,AI Prompt Engineer,10,70,Build reusable prompt templates,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Build reusable prompt templates.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,1,71,Define AI scope,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Define AI scope in the scenario.",Clearly states what Define AI scope must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,1,71,Define AI scope,1,c2,Applied execution,Applies Define AI scope correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Define AI scope.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,1,71,Define AI scope,1,c3,Reasoned justification,Explains why the chosen approach for Define AI scope is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,1,71,Define AI scope,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Define AI scope.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,2,72,Translate business needs,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Translate business needs in the scenario.",Clearly states what Translate business needs must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,2,72,Translate business needs,1,c2,Applied execution,Applies Translate business needs correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Translate business needs.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,2,72,Translate business needs,1,c3,Reasoned justification,Explains why the chosen approach for Translate business needs is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,2,72,Translate business needs,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Translate business needs.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,3,73,Manage AI risks,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Manage AI risks in the scenario.",Clearly states what Manage AI risks must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,3,73,Manage AI risks,1,c2,Applied execution,Applies Manage AI risks correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Manage AI risks.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,3,73,Manage AI risks,1,c3,Reasoned justification,Explains why the chosen approach for Manage AI risks is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,3,73,Manage AI risks,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Manage AI risks.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,4,74,Timeline planning,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Timeline planning in the scenario.",Clearly states what Timeline planning must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,4,74,Timeline planning,1,c2,Applied execution,Applies Timeline planning correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Timeline planning.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,4,74,Timeline planning,1,c3,Reasoned justification,Explains why the chosen approach for Timeline planning is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,4,74,Timeline planning,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Timeline planning.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,5,75,Stakeholder coordination,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Stakeholder coordination in the scenario.",Clearly states what Stakeholder coordination must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,5,75,Stakeholder coordination,1,c2,Applied execution,Applies Stakeholder coordination correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Stakeholder coordination.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,5,75,Stakeholder coordination,1,c3,Reasoned justification,Explains why the chosen approach for Stakeholder coordination is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,5,75,Stakeholder coordination,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Stakeholder coordination.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,6,76,Cost estimation,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Cost estimation in the scenario.",Clearly states what Cost estimation must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,6,76,Cost estimation,1,c2,Applied execution,Applies Cost estimation correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Cost estimation.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,6,76,Cost estimation,1,c3,Reasoned justification,Explains why the chosen approach for Cost estimation is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,6,76,Cost estimation,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Cost estimation.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,7,77,Model selection,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Model selection in the scenario.",Clearly states what Model selection must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,7,77,Model selection,1,c2,Applied execution,Applies Model selection correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Model selection.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,7,77,Model selection,1,c3,Reasoned justification,Explains why the chosen approach for Model selection is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,7,77,Model selection,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Model selection.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,8,78,Deployment planning,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Deployment planning in the scenario.",Clearly states what Deployment planning must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,8,78,Deployment planning,1,c2,Applied execution,Applies Deployment planning correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Deployment planning.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,8,78,Deployment planning,1,c3,Reasoned justification,Explains why the chosen approach for Deployment planning is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,8,78,Deployment planning,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Deployment planning.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,9,79,Performance tracking,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Performance tracking in the scenario.",Clearly states what Performance tracking must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,9,79,Performance tracking,1,c2,Applied execution,Applies Performance tracking correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Performance tracking.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,9,79,Performance tracking,1,c3,Reasoned justification,Explains why the chosen approach for Performance tracking is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,9,79,Performance tracking,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Performance tracking.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,10,80,Ethical compliance,1,c1,Objective framing,"Identifies the correct objective, scope, or decision point for Ethical compliance in the scenario.",Clearly states what Ethical compliance must accomplish and what the learner is solving for.,0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,10,80,Ethical compliance,1,c2,Applied execution,Applies Ethical compliance correctly in a realistic scenario using an appropriate method or sequence of steps.,"Demonstrates a valid workflow, procedure, or prompt design for Ethical compliance.",0.3,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,10,80,Ethical compliance,1,c3,Reasoned justification,Explains why the chosen approach for Ethical compliance is appropriate for the scenario and constraints.,"Provides clear reasoning, not only steps, and connects decisions to the scenario context.",0.25,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
22,198,AI Project Manager,10,80,Ethical compliance,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation check, or quality-control step relevant to Ethical compliance.","Shows awareness of errors, tradeoffs, or controls needed before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,scenario may vary but competency descriptor and difficulty must remain fixed,"after fail, full teaching loop must be completed before reassessment unlocks",no multiple choice; learner must demonstrate practical use of the competency,timestamp all interactions; verify learner identity at session start; flag unusual response patterns,draft_seed_for_locking
